,sid,sid_name,股價,大盤領先指標,產業領先指標,勝率(%)_營收,合理價差(%)_營收,相關性_營收,勝率(%)_EPS,合理價差(%)_EPS,相關性_EPS,勝率(%)_殖利率,合理價差(%)_殖利率,相關性_殖利率,date,耗時(秒),策略_營收,策略_EPS,策略_殖利率,Recommend
958,3526,凡甲,125,不佳,極佳,49,3,中度相關 0.53,39,-24,高度相關 0.76,41,-23,高度相關 0.76,2022-11-30,43,0,1,1,0
959,1219,福壽,19.15,不佳,佳,42,-14,中度相關 0.54,,,,41,-7,中度相關 0.51,2022-11-30,49,1,0,1,0
960,2303,聯電,45.8,不佳,極佳,49,-27,中度相關 0.59,,,低度相關 0.4,,,低度相關 0.42,2022-11-30,52,1,0,0,0
961,3426,台興,38,不佳,極佳,49,-12,低度相關 0.49,39,-7,高度相關 0.86,,,低度相關 0,2022-11-30,50,1,0,0,1
962,6224,聚鼎,57.2,不佳,極佳,49,-40,中度相關 0.57,,,低度相關 0.39,,,低度相關 0.35,2022-11-30,49,1,0,0,0
963,8924,大田,117.5,不佳,極佳,40,29,高度相關 0.76,,,,41,-23,低度相關 0.01,2022-11-30,52,0,0,1,1
964,6104,創惟,93.7,不佳,極佳,40,96,高度相關 0.88,39,-38,中度相關 0.54,41,-37,中度相關 0.54,2022-11-30,48,0,1,1,1
965,3014,聯陽,71.6,不佳,極佳,40,51,高度相關 0.94,39,-23,中度相關 0.63,41,-23,中度相關 0.62,2022-11-30,45,0,1,1,0
966,1580,新麥,85.7,不佳,極佳,,,低度相關 0.44,39,-17,高度相關 0.76,41,-23,中度相關 0.6,2022-11-30,48,0,1,1,0
967,8928,鉅明,37.1,不佳,極佳,,,低度相關 0.36,39,-14,中度相關 0.55,41,-13,中度相關 0.55,2022-11-30,47,0,1,1,0
968,6203,海韻電,50,不佳,極佳,40,15,高度相關 0.9,39,-20,中度相關 0.7,41,-17,中度相關 0.73,2022-11-30,45,0,1,1,0
969,4968,立積,128.5,不佳,極佳,49,2,高度相關 0.75,,,,41,9,中度相關 0.64,2022-11-30,50,0,0,0,0
970,4558,寶緯,23.6,不佳,極佳,49,-22,高度相關 0.8,0,0,,0,0,,2022-11-30,50,1,0,0,0
971,3017,奇鋐,113,不佳,極佳,49,4,高度相關 0.87,39,-13,高度相關 0.87,41,-13,高度相關 0.86,2022-11-30,49,0,1,1,0
972,1558,伸興,117,不佳,極佳,,,低度相關 0.15,39,-7,中度相關 0.58,41,-12,中度相關 0.59,2022-11-30,52,0,1,1,0
973,1514,亞力,29.2,不佳,極佳,49,-24,中度相關 0.72,41,1,高度相關 0.84,41,10,高度相關 0.76,2022-11-30,48,1,0,0,1
974,2436,偉詮電,45.9,不佳,極佳,40,34,高度相關 0.79,,,低度相關 0.47,41,-21,中度相關 0.5,2022-11-30,52,0,0,1,0
975,8182,加高,31.9,不佳,極佳,40,93,低度相關 0.49,39,-34,中度相關 0.57,41,-34,中度相關 0.59,2022-11-30,45,0,1,1,0
976,5288,豐祥-KY,171,不佳,極佳,49,-13,中度相關 0.72,39,-12,中度相關 0.63,41,3,低度相關 0.37,2022-11-30,46,1,1,0,0
977,3016,嘉晶,78.6,不佳,極佳,49,-14,中度相關 0.65,,,,,,,2022-11-30,56,1,0,0,1
978,6457,紘康,59.6,不佳,極佳,40,65,高度相關 0.79,39,-43,中度相關 0.63,0,0,中度相關 0.55,2022-11-30,48,0,1,0,1
979,2388,威盛,74,不佳,極佳,49,-5,中度相關 0.61,,,,,,,2022-11-30,54,1,0,0,0
980,5604,中連,51.1,不佳,極佳,49,-20,中度相關 0.61,,,,42,-2,中度相關 0.51,2022-11-30,50,1,0,0,1
981,3357,臺慶科,82.2,不佳,極佳,45,1,高度相關 0.88,,,,41,-38,中度相關 0.54,2022-11-30,51,0,0,1,0
982,3548,兆利,61,不佳,極佳,,,低度相關 0.16,,,低度相關 0.33,41,-15,中度相關 0.55,2022-11-30,57,0,0,1,0
983,6533,晶心科,529,不佳,極佳,49,-13,中度相關 0.69,,,,0,0,,2022-11-30,55,1,0,0,0
984,8454,富邦媒,600,不佳,極佳,49,-34,中度相關 0.69,39,-30,中度相關 0.51,,,低度相關 0.39,2022-11-30,51,1,1,0,1
985,4535,至興,38.9,不佳,極佳,49,-11,高度相關 0.77,39,0,中度相關 0.72,42,-2,中度相關 0.74,2022-11-30,46,1,0,0,0
986,8040,九暘,57.6,不佳,,49,-31,中度相關 0.56,,,,,,,2022-11-30,56,1,0,0,0
987,8027,鈦昇,57.6,不佳,極佳,49,-14,中度相關 0.54,,,,,,低度相關 0.39,2022-11-30,61,1,0,0,0
988,4991,環宇-KY,39.3,不佳,極佳,49,-18,中度相關 0.6,45,19,,,,,2022-11-30,56,1,0,0,1
989,5269,祥碩,741,不佳,極佳,49,-15,高度相關 0.77,39,-51,中度相關 0.59,41,-50,中度相關 0.62,2022-11-30,65,1,1,1,1
990,6191,精成科,30.05,不佳,極佳,40,29,中度相關 0.63,39,-18,中度相關 0.67,41,-17,低度相關 0.37,2022-11-30,68,0,1,1,0
991,2449,京元電子,35.55,不佳,極佳,49,-10,中度相關 0.65,,,低度相關 0.38,,,低度相關 0.38,2022-11-30,56,1,0,0,0
992,3171,新洲,15.8,不佳,極佳,,,低度相關 0.47,39,-9,高度相關 0.81,,,低度相關 0.11,2022-11-30,58,0,1,0,0
993,5471,松翰,48.65,不佳,極佳,40,81,高度相關 0.75,39,-30,中度相關 0.74,41,-30,高度相關 0.75,2022-11-30,62,0,1,1,1
994,4927,泰鼎-KY,59.9,不佳,極佳,49,-12,中度相關 0.6,39,-21,中度相關 0.59,41,-20,,2022-11-30,58,1,1,1,0
995,2428,興勤,120,不佳,極佳,49,-23,中度相關 0.72,39,-23,中度相關 0.5,,,低度相關 0.49,2022-11-30,53,1,1,0,0
996,1599,宏佳騰,41.7,不佳,極佳,,,低度相關 0.42,39,-11,中度相關 0.54,,,低度相關 0.3,2022-11-30,49,0,1,0,0
997,8213,志超,36.55,不佳,極佳,,,低度相關 0.45,39,-15,中度相關 0.67,41,-15,中度相關 0.67,2022-11-30,47,0,1,1,0
998,9933,中鼎,40.65,不佳,極佳,,,低度相關 0.1,39,-11,中度相關 0.66,41,-12,中度相關 0.66,2022-11-30,52,0,1,1,0
999,1538,正峰,6.01,不佳,極佳,49,-55,高度相關 0.82,,,,,,,2022-11-30,51,1,0,0,1
1000,3189,景碩,122.5,不佳,極佳,49,-27,中度相關 0.61,,,,,,,2022-11-30,52,1,0,0,1
1001,3653,健策,379,不佳,極佳,49,-23,高度相關 0.89,39,-20,高度相關 0.92,41,-19,高度相關 0.93,2022-11-30,46,1,1,1,0
1002,9914,美利達,185,不適用,不適用,,,低度相關 0.37,,,低度相關 0.48,,,低度相關 0.49,2022-11-30,53,0,0,0,0
1003,4549,桓達,85.1,不佳,極佳,45,-9,中度相關 0.63,,,低度相關 0.44,,,低度相關 0.42,2022-11-30,50,0,0,0,0
1004,8028,昇陽半導體,55.8,不佳,極佳,49,-17,高度相關 0.75,,,低度相關 0.01,,,低度相關 0.23,2022-11-30,52,1,0,0,0
1005,5306,桂盟,154.5,不佳,極佳,49,-13,中度相關 0.71,,,低度相關 0.4,,,低度相關 0.34,2022-11-30,53,1,0,0,0
1006,8155,博智,119,不佳,極佳,49,-14,高度相關 0.76,,,低度相關 0.17,,,低度相關 0.17,2022-11-30,56,1,0,0,0
1007,6803,崑鼎,246,不佳,極佳,45,,中度相關 0.72,39,-9,高度相關 0.78,42,-10,中度相關 0.74,2022-11-30,51,0,1,1,0
1008,2357,華碩,266,不佳,極佳,49,-17,中度相關 0.65,,,低度相關 0.44,,,低度相關 0.44,2022-11-30,54,1,0,0,0
1009,3042,晶技,83.5,不佳,極佳,40,12,高度相關 0.92,39,-24,中度相關 0.54,41,-24,中度相關 0.56,2022-11-30,55,0,1,1,0
1010,1513,中興電,58.9,不佳,極佳,40,19,中度相關 0.71,39,-5,中度相關 0.67,42,-5,中度相關 0.69,2022-11-30,48,0,0,0,0
1011,1516,川飛,21.6,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-11-30,50,0,1,0,0
1012,5222,全訊,133.5,不佳,極佳,49,-9,中度相關 0.67,0,0,,0,0,,2022-11-30,47,1,0,0,0
1013,5356,協益,20.35,不佳,極佳,49,-21,高度相關 0.8,,,,46,23,中度相關 0.67,2022-11-30,51,1,0,0,0
1014,6197,佳必琪,39.1,不佳,極佳,,,低度相關 0,,,低度相關 0.36,41,-15,中度相關 0.51,2022-11-30,51,0,0,1,0
1015,2905,三商,16.1,不佳,極佳,,,低度相關 0.06,,,,42,-2,中度相關 0.6,2022-11-30,53,0,0,1,0
1016,4205,中華食,100.5,不佳,佳,42,-26,高度相關 0.82,34,-6,高度相關 0.77,41,0,高度相關 0.75,2022-11-30,46,1,1,0,0
1017,3707,漢磊,98.1,不佳,極佳,49,-18,中度相關 0.7,,,,0,0,,2022-11-30,48,1,0,0,0
1018,8066,來思達,27.4,不佳,極佳,,,低度相關 0.22,39,-13,中度相關 0.73,41,-19,中度相關 0.72,2022-11-30,45,0,1,1,1
1019,4919,新唐,121,不佳,極佳,40,10,中度相關 0.65,39,-29,中度相關 0.6,,,,2022-11-30,47,0,1,0,0
1020,0050,,116.35,,,,-12,中度相關 0.74,0,0,,0,0,,2022-11-30,49,0,0,0,0
1021,6271,同欣電,194,不佳,極佳,49,-13,中度相關 0.59,,,低度相關 0.36,,,低度相關 0.39,2022-11-30,46,1,0,0,0
1022,6415,矽力*-KY,450,不佳,極佳,49,-31,高度相關 0.75,,,低度相關 0.48,,,低度相關 0.4,2022-11-30,48,1,0,0,0
1023,2348,海悅,63,不佳,極佳,49,-12,高度相關 0.89,39,-4,高度相關 0.88,42,-6,中度相關 0.55,2022-11-30,43,1,0,0,1
1024,3686,達能,12.75,不佳,極佳,49,-26,,,,,,,,2022-11-30,48,1,0,0,1
1025,3005,神基,42.7,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-11-30,47,1,0,0,0
1026,3078,僑威,27.5,不佳,極佳,45,-3,高度相關 0.75,39,-15,中度相關 0.53,41,-9,中度相關 0.51,2022-11-30,42,0,1,1,0
1027,1232,大統益,155.5,不佳,佳,42,-12,中度相關 0.54,34,-4,高度相關 0.81,41,-3,高度相關 0.85,2022-11-30,43,1,1,1,0
1028,6259,百徽,22.1,不佳,極佳,49,-34,中度相關 0.57,,,,0,0,,2022-11-30,47,1,0,0,0
1029,3465,進泰電子,81.4,不佳,極佳,45,-9,高度相關 0.78,,,,,,,2022-11-30,50,1,0,0,0
1030,6126,信音,20.95,不佳,極佳,49,2,高度相關 0.82,39,-17,中度相關 0.72,41,-18,中度相關 0.58,2022-11-30,44,0,1,1,0
1031,4426,利勤,24.45,不佳,極佳,49,-29,中度相關 0.65,,,,41,3,,2022-11-30,48,1,0,0,0
1032,2387,精元,41.35,不佳,極佳,49,-19,中度相關 0.64,,,,,,,2022-11-30,49,1,0,0,0
1033,5285,界霖,66.7,不佳,極佳,49,-23,高度相關 0.79,,,低度相關 0,,,低度相關 0.01,2022-11-30,50,1,0,0,0
1034,5345,天揚,5.99,不佳,極佳,49,-22,低度相關 0.49,,,,,,,2022-11-30,48,1,0,0,0
1035,2383,台光電,190.5,不佳,極佳,45,0,高度相關 0.8,39,-11,中度相關 0.65,41,-12,中度相關 0.64,2022-11-30,42,0,1,1,0
1036,3646,艾恩特,23.35,不佳,極佳,,,低度相關 0.44,39,-12,中度相關 0.59,41,-11,中度相關 0.57,2022-11-30,58,0,1,1,0
1037,3338,泰碩,34.95,不佳,極佳,49,-27,中度相關 0.59,,,,,,,2022-11-30,50,1,0,0,0
1038,2395,研華,333,不佳,極佳,49,-14,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.37,2022-11-30,48,1,0,0,0
1039,5209,新鼎,75.9,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.75,2022-11-30,46,1,0,0,0
1040,3021,鴻名,21,不佳,極佳,45,-8,中度相關 0.7,,,低度相關 0.26,,,,2022-11-30,50,1,0,0,0
1041,5227,立凱-KY,74.7,不佳,極佳,49,-36,高度相關 0.75,,,,0,0,,2022-11-30,47,1,0,0,0
1042,1220,台榮,14.95,不佳,佳,,,低度相關 0.46,42,7,高度相關 0.83,47,5,高度相關 0.82,2022-11-30,47,0,0,0,0
1043,2476,鉅祥,48.15,不佳,極佳,49,-13,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-11-30,51,1,0,0,0
1044,9911,櫻花,62.1,不佳,極佳,45,-3,高度相關 0.75,39,-13,高度相關 0.84,41,-13,高度相關 0.81,2022-11-30,44,0,1,1,0
1045,9802,鈺齊-KY,151,不佳,極佳,49,-24,中度相關 0.63,,,低度相關 0.41,,,低度相關 0.3,2022-11-30,46,1,0,0,1
1046,3529,力旺,1460,不佳,極佳,49,-12,中度相關 0.69,39,-29,中度相關 0.56,41,-29,中度相關 0.56,2022-11-30,57,1,1,1,1
1047,2929,淘帝-KY,12.15,不佳,極佳,49,-34,中度相關 0.68,,,,,,,2022-11-30,55,1,0,0,1
1048,8210,勤誠,72.5,不佳,極佳,,,低度相關 0.33,,,低度相關 0.49,41,-11,中度相關 0.54,2022-11-30,56,0,0,1,0
1049,6287,元隆,24.85,不佳,極佳,49,-18,中度相關 0.54,,,,0,0,,2022-11-30,52,1,0,0,0
1050,2344,華邦電,21.2,不佳,極佳,49,-11,中度相關 0.66,,,,,,,2022-11-30,54,1,0,0,0
1051,2640,大車隊,86,不佳,極佳,45,-7,中度相關 0.64,,,低度相關 0.42,41,2,中度相關 0.65,2022-11-30,48,0,0,0,0
1052,4552,力達-KY,29.35,不佳,極佳,0,0,中度相關 0.74,39,-16,高度相關 0.78,0,0,低度相關 0.06,2022-11-30,47,0,1,0,1
1053,8081,致新,147,不佳,極佳,49,8,高度相關 0.9,39,-39,中度相關 0.51,41,-39,中度相關 0.53,2022-11-30,43,0,1,1,0
1054,8420,明揚,70.9,不佳,極佳,40,13,高度相關 0.86,,,,41,-14,高度相關 0.91,2022-11-30,46,0,0,1,0
1055,3483,力致,53.7,不佳,極佳,49,-18,高度相關 0.76,,,,,,,2022-11-30,50,1,0,0,0
1056,5274,信驊,2085,不佳,極佳,49,-19,中度相關 0.72,39,-40,中度相關 0.67,41,-38,中度相關 0.73,2022-11-30,49,1,1,1,1
1057,2351,順德,104,不佳,極佳,49,-17,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-11-30,49,1,0,0,0
1058,8046,南電,269.5,不佳,極佳,49,-43,高度相關 0.76,,,,,,低度相關 0.06,2022-11-30,51,1,0,0,0
1059,9940,信義,29.2,不佳,極佳,,,低度相關 0.22,39,-7,中度相關 0.55,,,低度相關 0.19,2022-11-30,50,0,0,0,0
1060,2458,義隆,89.7,不佳,極佳,40,19,高度相關 0.93,39,-35,中度相關 0.65,41,-38,中度相關 0.58,2022-11-30,44,0,1,1,1
1061,8931,大汽電,39.4,不佳,極佳,45,-5,低度相關 0.49,45,10,高度相關 0.79,41,10,中度相關 0.74,2022-11-30,48,0,0,0,0
1062,3037,欣興,155.5,不佳,極佳,49,-22,高度相關 0.76,39,-39,中度相關 0.57,41,-39,中度相關 0.58,2022-11-30,47,1,1,1,0
1063,4967,十銓,30.1,不佳,極佳,49,-27,中度相關 0.58,,,,41,-26,,2022-11-30,50,1,0,1,1
1064,1232,大統益,154,不佳,佳,42,-13,中度相關 0.54,34,-5,高度相關 0.81,41,-4,高度相關 0.85,2022-12-01,50,1,1,1,0
1065,2387,精元,40.6,不佳,極佳,49,-19,中度相關 0.64,,,,,,,2022-12-01,58,1,0,0,0
1066,2428,興勤,121.5,不佳,極佳,49,-23,中度相關 0.72,39,-23,中度相關 0.5,,,低度相關 0.49,2022-12-01,48,1,1,0,0
1067,8066,來思達,27.6,不佳,極佳,,,低度相關 0.23,39,-12,中度相關 0.73,41,-18,中度相關 0.72,2022-12-01,48,0,1,1,1
1068,3529,力旺,1510,不佳,極佳,49,-12,中度相關 0.69,39,-29,中度相關 0.56,41,-29,中度相關 0.56,2022-12-01,49,1,1,1,1
1069,1513,中興電,59.3,不佳,極佳,40,20,中度相關 0.71,39,-4,中度相關 0.68,42,-5,中度相關 0.69,2022-12-01,47,0,0,0,0
1070,2357,華碩,271.5,不佳,極佳,49,-17,中度相關 0.65,,,低度相關 0.44,,,低度相關 0.44,2022-12-01,55,1,0,0,0
1071,9951,皇田,62.2,不佳,極佳,,,低度相關 0.01,39,-12,中度相關 0.51,,,低度相關 0.49,2022-12-01,55,0,1,0,0
1072,3042,晶技,85.4,不佳,極佳,40,12,高度相關 0.92,39,-24,中度相關 0.54,41,-24,中度相關 0.56,2022-12-01,48,0,1,1,0
1073,1256,鮮活果汁-KY,266,不佳,佳,42,-3,中度相關 0.67,34,7,中度相關 0.74,41,2,中度相關 0.73,2022-12-01,48,1,1,1,0
1074,8938,明安,99.5,不佳,極佳,49,7,高度相關 0.84,39,-13,高度相關 0.79,42,-6,高度相關 0.76,2022-12-01,50,0,1,0,1
1075,2905,三商,16.1,不佳,極佳,,,低度相關 0.06,,,,42,-2,中度相關 0.6,2022-12-01,53,0,0,1,0
1076,6126,信音,21,不佳,極佳,49,4,高度相關 0.82,39,-15,中度相關 0.72,41,-17,中度相關 0.58,2022-12-01,57,0,1,1,0
1077,8924,大田,121,不佳,極佳,40,29,高度相關 0.76,,,,41,-23,低度相關 0.01,2022-12-01,48,0,0,1,1
1078,2395,研華,325.5,不佳,極佳,49,-14,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.37,2022-12-01,46,1,0,0,0
1079,6129,普誠,32.65,不佳,極佳,49,-13,中度相關 0.74,,,,,,,2022-12-01,51,1,0,0,1
1080,4943,康控-KY,7.15,不佳,極佳,49,-26,中度相關 0.69,,,,,,,2022-12-01,52,1,0,0,0
1081,6287,元隆,25.2,不佳,極佳,49,-15,中度相關 0.54,,,,0,0,,2022-12-01,51,1,0,0,0
1082,3426,台興,37.8,不佳,極佳,49,-12,低度相關 0.49,39,-7,高度相關 0.86,,,低度相關 0,2022-12-01,47,1,0,0,1
1083,8420,明揚,70.4,不佳,極佳,40,14,高度相關 0.86,,,,41,-13,高度相關 0.91,2022-12-01,49,0,0,1,0
1084,8028,昇陽半導體,56.5,不佳,極佳,49,-16,高度相關 0.75,,,低度相關 0.01,,,低度相關 0.23,2022-12-01,49,1,0,0,0
1085,3484,崧騰,46.95,不佳,極佳,45,-10,中度相關 0.72,39,-29,中度相關 0.55,41,-29,中度相關 0.55,2022-12-01,53,0,1,1,0
1086,1451,年興,21.65,不佳,極佳,49,-12,中度相關 0.67,,,,,,,2022-12-01,53,1,0,0,0
1087,8027,鈦昇,57.5,不佳,極佳,49,-12,中度相關 0.54,,,,,,低度相關 0.39,2022-12-01,56,1,0,0,0
1088,6275,元山,26.85,不佳,極佳,49,4,中度相關 0.72,,,,41,-21,,2022-12-01,52,0,0,1,0
1089,1599,宏佳騰,41.85,不佳,極佳,,,低度相關 0.42,39,-10,中度相關 0.54,,,低度相關 0.3,2022-12-01,47,0,1,0,0
1090,0050,,118.35,,,,-12,中度相關 0.74,0,0,,0,0,,2022-12-01,50,0,0,0,0
1091,9914,美利達,188.5,不適用,不適用,,,低度相關 0.37,,,低度相關 0.48,,,低度相關 0.49,2022-12-01,51,0,0,0,0
1092,2929,淘帝-KY,12.3,不佳,極佳,49,-34,中度相關 0.68,,,,,,,2022-12-01,55,1,0,0,1
1093,3357,臺慶科,82.8,不佳,極佳,49,1,高度相關 0.88,,,,41,-38,中度相關 0.54,2022-12-01,47,0,0,1,0
1094,1220,台榮,15.1,不佳,佳,,,低度相關 0.46,42,8,高度相關 0.83,47,6,高度相關 0.82,2022-12-01,52,0,0,0,0
1095,5288,豐祥-KY,170.5,不佳,極佳,49,-12,中度相關 0.72,39,-12,中度相關 0.63,41,3,低度相關 0.37,2022-12-01,47,1,1,0,0
1096,1538,正峰,6.53,不佳,極佳,49,-55,高度相關 0.82,,,,,,,2022-12-01,53,1,0,0,1
1097,5269,祥碩,770,不佳,極佳,49,-15,高度相關 0.77,39,-51,中度相關 0.59,41,-50,中度相關 0.62,2022-12-01,43,1,1,1,1
1098,8390,金益鼎,32.8,不佳,極佳,,,低度相關 0.02,39,-33,中度相關 0.52,,,,2022-12-01,52,0,1,0,0
1099,5209,新鼎,76,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.75,2022-12-01,56,1,0,0,0
1100,5306,桂盟,155.5,不佳,極佳,49,-12,中度相關 0.71,,,低度相關 0.4,,,低度相關 0.34,2022-12-01,53,1,0,0,0
1101,2481,強茂,65.6,不佳,極佳,,,低度相關 0.3,,,,41,-26,,2022-12-01,54,0,0,1,0
1102,6271,同欣電,215.56,不佳,極佳,49,-12,中度相關 0.59,,,低度相關 0.36,,,低度相關 0.39,2022-12-01,51,1,0,0,0
1103,4549,桓達,85.8,不佳,極佳,45,-9,中度相關 0.63,,,低度相關 0.44,,,低度相關 0.42,2022-12-01,51,0,0,0,0
1104,9929,秋雨,8.6,不佳,極佳,49,-41,中度相關 0.59,,,,,,,2022-12-01,50,1,0,0,1
1105,8928,鉅明,37.45,不佳,極佳,,,,39,-12,中度相關 0.55,41,-12,中度相關 0.55,2022-12-01,67,0,1,1,0
1106,3189,景碩,130.5,不佳,極佳,49,-27,中度相關 0.61,,,,,,,2022-12-01,60,1,0,0,1
1107,2493,揚博,42.55,不佳,極佳,49,4,中度相關 0.74,39,-18,中度相關 0.52,41,-18,中度相關 0.56,2022-12-01,71,0,1,1,0
1108,3005,神基,42.9,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-12-01,69,1,0,0,0
1109,1210,大成,44.75,不佳,佳,42,-20,中度相關 0.58,48,34,中度相關 0.69,48,16,高度相關 0.88,2022-12-01,47,1,0,0,0
1110,1219,福壽,19.5,不佳,佳,42,-12,中度相關 0.54,,,,41,-5,中度相關 0.51,2022-12-01,48,1,0,1,0
1111,5356,協益,20.5,不佳,極佳,49,-20,高度相關 0.8,,,,46,24,中度相關 0.67,2022-12-01,45,1,0,0,0
1112,3015,全漢,38.65,不佳,極佳,,,低度相關 0.49,,,,41,-11,中度相關 0.57,2022-12-01,54,0,0,1,0
1113,6104,創惟,100,不佳,極佳,40,94,高度相關 0.88,39,-38,中度相關 0.54,41,-38,中度相關 0.54,2022-12-01,48,0,1,1,1
1114,9802,鈺齊-KY,153.5,不佳,極佳,49,-23,中度相關 0.63,,,低度相關 0.41,,,低度相關 0.3,2022-12-01,47,1,0,0,1
1115,3016,嘉晶,81.9,不佳,極佳,49,-14,中度相關 0.65,,,,,,,2022-12-01,56,1,0,0,1
1116,3548,兆利,61.4,不佳,極佳,,,低度相關 0.15,,,低度相關 0.33,41,-15,中度相關 0.55,2022-12-01,49,0,0,1,0
1117,3492,長盛,19.05,不佳,極佳,49,-13,中度相關 0.58,,,低度相關 0.31,,,低度相關 0,2022-12-01,62,1,0,0,0
1118,3014,聯陽,72.4,不佳,極佳,40,51,高度相關 0.94,39,-23,中度相關 0.63,41,-23,中度相關 0.62,2022-12-01,47,0,1,1,0
1119,4205,中華食,100,不佳,佳,42,-26,高度相關 0.81,34,-6,高度相關 0.77,41,0,高度相關 0.75,2022-12-01,44,1,1,0,0
1120,4510,高鋒,10.55,不佳,極佳,49,-26,中度相關 0.56,,,,42,-4,,2022-12-01,53,1,0,0,1
1121,6533,晶心科,531,不佳,極佳,49,-12,中度相關 0.69,,,,0,0,,2022-12-01,52,1,0,0,0
1122,3483,力致,57.5,不佳,極佳,49,-18,高度相關 0.76,,,,,,,2022-12-01,54,1,0,0,0
1123,3557,嘉威,49.6,不佳,極佳,49,-11,中度相關 0.73,,,,,,,2022-12-01,63,1,0,0,1
1124,8931,大汽電,40.35,不佳,極佳,45,-3,中度相關 0.5,45,12,高度相關 0.79,46,11,中度相關 0.74,2022-12-01,44,0,0,0,0
1125,5604,中連,51.1,不佳,極佳,49,-19,中度相關 0.61,,,,42,-1,中度相關 0.51,2022-12-01,51,1,0,0,1
1126,4426,利勤,24.15,不佳,極佳,49,-29,中度相關 0.65,,,,41,3,,2022-12-01,54,1,0,0,0
1127,3078,僑威,27.75,不佳,極佳,45,-3,高度相關 0.75,39,-15,中度相關 0.53,42,-9,中度相關 0.52,2022-12-01,51,0,1,0,0
1128,6415,矽力*-KY,495,不佳,極佳,49,-34,高度相關 0.75,,,低度相關 0.48,,,低度相關 0.4,2022-12-01,48,1,0,0,0
1129,2458,義隆,92.7,不佳,極佳,40,19,高度相關 0.93,39,-35,中度相關 0.65,41,-36,中度相關 0.58,2022-12-01,45,0,1,1,1
1130,8155,博智,122,不佳,極佳,49,-15,高度相關 0.76,,,低度相關 0.17,,,低度相關 0.17,2022-12-01,47,1,0,0,0
1131,2344,華邦電,21.95,不佳,極佳,49,-8,中度相關 0.66,,,,,,,2022-12-01,52,1,0,0,0
1132,3338,泰碩,35.5,不佳,極佳,49,-27,中度相關 0.59,,,,,,,2022-12-01,58,1,0,0,0
1133,6259,百徽,22.1,不佳,極佳,49,-34,中度相關 0.56,,,,0,0,,2022-12-01,50,1,0,0,0
1134,9940,信義,29.3,不佳,極佳,,,低度相關 0.22,39,-7,中度相關 0.55,,,低度相關 0.19,2022-12-01,51,0,0,0,0
1135,3686,達能,12.75,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-12-01,52,1,0,0,1
1136,6139,亞翔,35.15,不適用,不適用,,,低度相關 0.07,,,低度相關 0.06,,,低度相關 0.08,2022-12-01,51,0,0,0,0
1137,6203,海韻電,51.1,不佳,極佳,40,17,高度相關 0.9,39,-18,中度相關 0.7,41,-16,中度相關 0.73,2022-12-01,42,0,1,1,0
1138,3260,威剛,62,不佳,極佳,49,-15,中度相關 0.66,,,,,,,2022-12-01,58,1,0,0,0
1139,5498,凱崴,10,不佳,極佳,49,-18,中度相關 0.54,,,,,,,2022-12-01,58,1,0,0,0
1140,5907,大洋-KY,15.15,不佳,極佳,,,低度相關 0.46,,,,41,-21,,2022-12-01,55,0,0,1,0
1141,2049,上銀,193,不佳,極佳,,,低度相關 0.28,,,低度相關 0.44,41,-16,中度相關 0.51,2022-12-01,59,0,0,1,0
1142,3597,映興,25.35,不佳,極佳,49,-22,中度相關 0.65,,,,41,-18,低度相關 0.14,2022-12-01,48,1,0,1,0
1143,4966,譜瑞-KY,838,不佳,極佳,45,-6,中度相關 0.73,,,低度相關 0.46,,,低度相關 0.41,2022-12-01,51,0,0,0,0
1144,5291,邑昇,35.15,不佳,極佳,49,7,高度相關 0.85,,,,41,-16,中度相關 0.52,2022-12-01,45,0,0,1,0
1145,6208,日揚,49.95,不佳,極佳,49,-10,高度相關 0.86,39,-10,中度相關 0.63,41,-11,中度相關 0.64,2022-12-01,48,1,1,1,0
1146,3169,亞信,114,不佳,極佳,49,-12,高度相關 0.86,,,中度相關 0.5,41,-38,中度相關 0.51,2022-12-01,51,1,0,1,0
1147,3605,宏致,34.7,不佳,極佳,49,-11,中度相關 0.57,39,-25,中度相關 0.62,41,-25,中度相關 0.61,2022-12-01,48,1,1,1,0
1148,2338,光罩,92.2,不佳,極佳,45,1,高度相關 0.78,,,,42,6,中度相關 0.74,2022-12-01,50,1,0,0,0
1149,2351,順德,110.5,不佳,極佳,49,-11,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-12-01,49,1,0,0,0
1150,2640,大車隊,85.1,不佳,極佳,45,-7,中度相關 0.64,,,低度相關 0.42,41,1,中度相關 0.65,2022-12-01,49,0,0,0,0
